,Vedio Urls,No of Views,Date Created,NO of Comments,comments,Likes,Dislikes
490,https://www.youtube.com/watch?v=o1_o6CSm054,593,"Jun 8, 2011",1,['Thank you for the feedback.  I am now making it HS wake to wake. Woohoo! It was a major milestone and it has changed my perspective.  Please check for new videos I will appreciate more feedback. '],2,0
491,https://www.youtube.com/watch?v=UHqBH42z4pw,915,"Aug 13, 2009",0,no Comments ,0,0
492,https://www.youtube.com/watch?v=_KAvfUSNogg,9262,"Aug 1, 2009",0,no Comments ,4,0
493,https://www.youtube.com/watch?v=UtQZPv41A3M,14466,"Oct 10, 2010",1,['Ten mały go podjudza :D'],28,0
494,https://www.youtube.com/watch?v=LLnoiodTmKY,3764,"Jul 11, 2010",11,"['@profjohnfrink WOW, good catch prof! Dunno how I missed that one!', 'the theme song for this show is epic:  ""h, a, double r, I, g, a, n...""', ""Haven't thought of this in a long, long time. Nice upload! Would be great if the intro could be found someday too, of course. :)"", 'One of the many reasons to ♥️ Kingston', 'Barry Dale was from Montreal & was about as Irish as the pope lol \nDamn I remember this show.', '...rare clip indeed...I remember the theme and his dance well.....', 'Nice hat, Dr. Oz.', 'Is that the Ganonoque Zoo?  I used to go there as a kid.', 'I had a cousin who could sing the song & even had a green hat.', 'do a youtube search ""Harrigan - Kids TV Show""', ""It was produced by CKWS TV in Kingston.  Harrigan was Barry Dale's alter ego.  Look up Harrigan + CKWS   and you will find a 9 Minute clip.   ""]",11,0
495,https://www.youtube.com/watch?v=KtsL2LEuX9E,724,"May 13, 2011",1,['2:00 mark to help everyone out'],3,0
496,https://www.youtube.com/watch?v=mkj5QAoPMtY,2498,"Aug 8, 2010",0,no Comments ,16,0
497,https://www.youtube.com/watch?v=pi3I8PwL0A4,952,"Nov 8, 2010",2,"['i really love you stuff .. i still waiting for my song..', '@The Ellen DeGeneres Show ']",3,1
498,https://www.youtube.com/watch?v=HBWegp0uZ64,3451,"Jul 31, 2007",0,no Comments ,2,0
499,https://www.youtube.com/watch?v=HdATqoKujwM,200,"Jan 29, 2011",3,"['@DoubleBassAlejo Business as usual for Cobelcog :)', 'Sick combo ending the first round.', 'CHRIS IS GOD, EVERYTHING ELSE IS BLASPHEMY ! ']",1,0
500,https://www.youtube.com/watch?v=Y1YBd3JRe5M,1502,"Aug 31, 2009",2,"['total fertig!', 'xD das video is echt der burner,je öfter man sich das anschaut,desto geiler is es,wenn chickn oder du geräusche von euch geben :D']",6,1
501,https://www.youtube.com/watch?v=zoZ1jDe7qro,1247,"Aug 7, 2009",1,['対岸にぶつかりそうで心配しました。'],1,0
502,https://www.youtube.com/watch?v=X9Q7wbhamCs,3402,"Mar 11, 2009",0,no Comments ,2,0
503,https://www.youtube.com/watch?v=TJEWrQ127MY,554,"May 19, 2009",0,no Comments ,2,0
504,https://www.youtube.com/watch?v=WW0Ci9hRzX0,356,"Jul 26, 2009",0,no Comments ,1,1
505,https://www.youtube.com/watch?v=9UU2h6M8DJk,7155,"Sep 15, 2010",4,"['love to hear a stricken motor moaning with the wheelsspinning', 'не понял смысла данного ролика...', 'водителю надо было с раскачки въезжать', 'Мост хочется потрогать']",11,4
506,https://www.youtube.com/watch?v=H-N0dZT2CtI,563,"May 30, 2010",0,no Comments ,0,0
507,https://www.youtube.com/watch?v=eQWQ7Qeh1Pk,22,"Aug 16, 2011",0,no Comments ,0,0
508,https://www.youtube.com/watch?v=bFaqq8RGIx8,1589,"Mar 22, 2009",1,['ben oui elle est mignone \npipopépapouponpon'],4,0
509,https://www.youtube.com/watch?v=8TMutXI5djY,906,"Jul 23, 2011",0,no Comments ,0,2
510,https://www.youtube.com/watch?v=Rf2exx-71Oc,856,"May 24, 2009",0,no Comments ,1,0
511,https://www.youtube.com/watch?v=e5_SGCO3-S8,6621,"Sep 15, 2009",0,no Comments ,8,1
512,https://www.youtube.com/watch?v=l7YsPpvR4Ts,47,"Oct 23, 2010",0,no Comments ,1,0
513,https://www.youtube.com/watch?v=_zQt1CSSKyA,891,"Mar 14, 2011",0,no Comments ,4,0
514,https://www.youtube.com/watch?v=prxAihDy1YI,931,"Dec 19, 2009",0,no Comments ,4,0
515,https://www.youtube.com/watch?v=JvhH68MTbGs,585,"May 18, 2010",0,no Comments ,0,0
516,https://www.youtube.com/watch?v=CnbXX_862Zw,511,"Jul 19, 2009",0,no Comments ,0,0
517,https://www.youtube.com/watch?v=VrKID0q48Hk,2774,"Jul 14, 2010",0,no Comments ,5,0
518,https://www.youtube.com/watch?v=f63aow5BRAI,7899,"May 30, 2009",12,"[""Yeah me too! They sound louder than most hybrids that I've ever heard"", 'I remember back in 08 I almost got a chance to see these in person. I would have had that chance if I taken the Amtrak train from the South Florida area to get back to Atlanta. But I had to take Greyhound instead because it was a quicker ride. Hopefully one day I can visit D.C. and finally see and upload these buses in person', 'Hella Awesome without the music. 100 stars!', 'Brake sound @ 0:31 wooweeee!!', 'Yeah very common for CNG Versions of the NFI Low Floors. Very nice video! 5 Stars!', 'From 4:10 to 4:19 was that a D40lfr on the P6?', 'Between 4:00 and 4:10, that was an awesome lean for a New Flyer. I had to rewind that a few times because it was so nice. It almost had me thinking of a Metro.', 'i havent been to dc in a while.are the orion v still in service?', 'same here', 'me too', '1:30 2:15', '4:10 4:19']",33,2
519,https://www.youtube.com/watch?v=4P2EW50G700,573,"May 10, 2011",1,"['Da asa e si Basescu si oamenii lui Basescu sunt distrugatorii de tara si de neam, dar pe aia de la PSD, PNL si PC cu ii lasam? caci si aia sunt la fel ca si Basescu, dar stati ca am uitat, voi sunteti televiziune USLISTA, adica lingaii baronilor din USL. Eu as prefera daca USL si PDL nu ar mai exista deloc.']",0,0
520,https://www.youtube.com/watch?v=pLpAkJkavZI,62,"Sep 14, 2011",0,no Comments ,2,0
521,https://www.youtube.com/watch?v=s3fcgxbVLf4,1578,"Apr 5, 2011",0,no Comments ,6,0
